T_X,T_Y,M_Z
5033264,-0.20587864518165588,0.9495244026184082
-0.23023778200149536,-0.32598787546157837,0.8926466703414917
-0.7270854115486145,-0.21679766476154327,0.8814469575881958
-0.16688871383666992,-0.2951117753982544,0.8461054563522339
-0.6761584281921387,-0.2239171266555786,0.8508618474006653
-0.16311877965927124,-0.24990451335906982,0.7835858464241028
-0.629518449306488,-0.226279616355896,0.7908328771591187
-0.15141350030899048,-0.2003583163022995,0.6937505602836609
-0.5860543847084045,-0.22392313182353973,0.7220764756202698
-0.10650700330734253,-0.15578840672969818,0.623815655708313
-0.5424591898918152,-0.21772907674312592,0.6433729529380798
-0.08706700801849365,-0.14031635224819183,0.5736084580421448
-0.501059889793396,-0.21069155633449554,0.5661277174949646
-0.06953498721122742,-0.11555814743041992,0.4960814118385315
-0.46183034777641296,-0.2020430564880371,0.5272990465164185
-0.06524062156677246,-0.05500084161758423,0.45478200912475586
-0.42577672004699707,-0.18867558240890503,0.45420488715171814
-0.07749801874160767,-0.023076996207237244,0.3385605216026306
-0.39411503076553345,-0.17362116277217865,0.39156532287597656
-0.08163747191429138,0.018558427691459656,0.26091453433036804
-0.36570796370506287,-0.15615029633045197,0.3171513080596924
-0.10125294327735901,0.06302809715270996,0.21957968175411224
-0.3416666090488434,-0.13622498512268066,0.2527347803115845
-0.13832193613052368,0.08504217863082886,0.1697753667831421
-0.3231807351112366,-0.11610978841781616,0.15666250884532928
-0.1562136709690094,0.1148531436920166,0.07667969167232513
-0.30800190567970276,-0.09511315822601318,0.04425012692809105
-0.1774129867553711,0.1455456018447876,-0.004482752177864313
-0.2961301803588867,-0.07323508709669113,-0.012770877219736576
-0.201918363571167,0.17711950838565826,-0.14572928845882416
32.712432861328125,-6.65047550201416,-0.09086033701896667
2.7574679851531982,-0.4068922996520996,-0.24810971319675446
2.7165286540985107,-0.6283316612243652,-0.18505103886127472
2.7368316650390625,-0.3923560380935669,-0.40451592206954956
2.718374252319336,-0.6068793535232544,-0.3986218273639679
2.6662075519561768,-0.34306949377059937,-0.6017004251480103
2.7136318683624268,-0.5828966498374939,-0.5059973001480103
2.490645408630371,-0.30479615926742554,-0.5827232003211975
2.6933603286743164,-0.5576147437095642,-0.5014493465423584
2.2716476917266846,-0.3656988739967346,-0.52143394947052
2.6550228595733643,-0.5401678681373596,-0.43724629282951355
2.1335105895996094,-0.40400904417037964,-0.4135160446166992
2.6076126098632812,-0.5277897715568542,-0.3688625395298004
2.024127244949341,-0.41486990451812744,-0.30531829595565796
2.5545685291290283,-0.5175243616104126,-0.2990366220474243
1.9227683544158936,-0.38604849576950073,-0.22577235102653503
2.4971320629119873,-0.5055720210075378,-0.21844011545181274
1.8414685726165771,-0.35637569427490234,-0.1506560742855072
2.4375264644622803,-0.49200868606567383,-0.15841513872146606
1.7460589408874512,-0.31623125076293945,-0.050611719489097595
2.3746657371520996,-0.4760289192199707,-0.0879642441868782
1.647111177444458,-0.2821125090122223,0.04749936982989311
2.3085243701934814,-0.458400160074234,-0.0114981010556221
1.5457451343536377,-0.22101828455924988,0.10806281119585037
2.23918080329895,-0.43682000041007996,0.04464353993535042
1.4283807277679443,-0.17243891954421997,0.12359562516212463
2.1654717922210693,-0.4127853512763977,0.07519279420375824
1.3066463470458984,-0.12140586972236633,0.11480497568845749
2.0873966217041016,-0.3862963020801544,0.06710655242204666
1.1680395603179932,-0.07594308257102966,0.06823444366455078
2.0038187503814697,-0.3580823838710785,0.0488448403775692
1.0230611562728882,-0.0540831983089447,0.056463923305273056
1.9146589040756226,-0.3304460942745209,0.04439578205347061
0.9085922241210938,-0.05093914270401001,0.06046518683433533
1.8231983184814453,-0.30503636598587036,0.04882650449872017
0.7793115377426147,-0.058046817779541016,0.057725418359041214
1.7282994985580444,-0.28258275985717773,0.04478377848863602
0.6593910455703735,-0.051643311977386475,0.05741158872842789
1.631126046180725,-0.26158827543258667,0.043991077691316605
0.5619291067123413,-0.03909122943878174,0.05467773601412773
1.5339263677597046,-0.24136126041412354,0.04035281017422676
0.4522184133529663,-0.026889130473136902,0.053164638578891754
1.4355891942977905,-0.22186379134655,0.0346144400537014
0.3535928726196289,-0.01583436131477356,0.049695976078510284
1.3372259140014648,-0.20313385128974915,0.03170343115925789
0.27909743785858154,-0.01482534408569336,0.041972190141677856
1.2410324811935425,-0.18601489067077637,0.037015385925769806
0.23150289058685303,-0.007819414138793945,0.03962056711316109
1.1492570638656616,-0.1698153018951416,0.030857013538479805
0.15166127681732178,-0.0004805624485015869,0.0374709777534008
1.0585664510726929,-0.15442124009132385,0.030488695949316025
0.10957080125808716,0.004799693822860718,0.03679872676730156
0.9722941517829895,-0.1399466097354889,0.03263178467750549
0.07160896062850952,0.0007188767194747925,0.03127928450703621
0.8904137015342712,-0.12715883553028107,0.035293277353048325
0.03861802816390991,0.011835522949695587,0.03242449462413788
0.8129777312278748,-0.11452298611402512,0.032855093479156494
-0.0027298927307128906,0.006332919001579285,0.04551918804645538
0.7388224601745605,-0.10353608429431915,0.0375465452671051
-0.027995586395263672,0.015648700296878815,0.05870024487376213
0.6691117286682129,-0.09270109981298447,0.055517688393592834
-0.07355105876922607,0.01720595359802246,0.08214442431926727
0.6015969514846802,-0.08270955085754395,0.06663458049297333
-0.10526520013809204,0.0006163567304611206,0.10058485716581345
0.5373367667198181,-0.07513447105884552,0.07414653152227402
-0.13257083296775818,0.015381045639514923,0.08418199419975281
0.476436048746109,-0.06690578907728195,0.06302998214960098
-0.1684497892856598,0.03965902328491211,0.07792158424854279
0.4178100526332855,-0.057218074798583984,0.05282279849052429
-0.190120130777359,0.05653633922338486,0.07207883149385452
0.36254367232322693,-0.04687676578760147,0.06690042465925217
-0.19678857922554016,0.05676436424255371,0.10628245770931244
0.31169530749320984,-0.037454843521118164,0.09625108540058136
-0.2359905242919922,0.04888338968157768,0.13592001795768738
4.928811073303223,1.9034879207611084,3.904285430908203
0.16263926029205322,0.22318987548351288,0.8106292486190796
0.6385761499404907,0.15313534438610077,0.7883432507514954
0.12697947025299072,0.22133512794971466,0.871533989906311
0.5920673608779907,0.15933533012866974,0.8870033025741577
0.03071463108062744,0.20387816429138184,0.9559326171875
0.5410352945327759,0.16338467597961426,0.878208577632904
-0.09480151534080505,0.17666344344615936,0.8097407221794128
0.48323193192481995,0.16459183394908905,0.7466709017753601
-0.15347138047218323,0.1525430679321289,0.6326068043708801
0.42534980177879333,0.1634964942932129,0.6326493620872498
-0.16390952467918396,0.10756368935108185,0.47079718112945557
0.37178078293800354,0.15841169655323029,0.494891881942749
-0.20640906691551208,0.06829114258289337,0.36248326301574707
0.31921806931495667,0.1502189189195633,0.3615436851978302
-0.2118152678012848,0.00777164101600647,0.2664121389389038
0.2709423005580902,0.13726916909217834,0.2911735773086548
-0.23708762228488922,-0.048226065933704376,0.20762421190738678
2.1578521728515625,4.787312030792236,4.066176414489746
-0.08453711867332458,0.3161264657974243,0.8084654211997986
0.35639992356300354,0.5238934755325317,0.8630969524383545
-0.0800287127494812,0.2852364778518677,0.7896814346313477
0.31672459840774536,0.5021973848342896,0.8318439722061157
-0.07197263836860657,0.2280990183353424,0.7487053275108337
0.2813884913921356,0.47727933526039124,0.7219095826148987
-0.0973932296037674,0.13522249460220337,0.6146402955055237
0.24695377051830292,0.4461832642555237,0.6179246306419373
-0.1344253569841385,0.028143256902694702,0.469946950674057
0.2122829407453537,0.4081796109676361,0.5233951807022095
-0.15975971519947052,-0.09470346570014954,0.38519740104675293
0.17846088111400604,0.36246296763420105,0.44042736291885376
-0.1586465835571289,-0.1923290491104126,0.30320438742637634
0.14781475067138672,0.31202733516693115,0.37731853127479553
-0.14126968383789062,-0.2697630822658539,0.31486523151397705
-1.811560034751892,4.926043510437012,4.12481164932251
-0.2693767547607422,0.11598950624465942,0.9471086263656616
-0.07376289367675781,0.6318185925483704,0.9499214887619019
-0.26391640305519104,0.08045691251754761,0.8733364939689636
-0.09104957431554794,0.5816947817802429,0.8488673567771912
-0.23087215423583984,0.07087492942810059,0.7435135245323181
-0.1037607192993164,0.5352566242218018,0.758843183517456
-0.15860672295093536,0.004627197980880737,0.6095221042633057
-0.1087467223405838,0.48701760172843933,0.6373273730278015
-0.07861404865980148,-0.06342092156410217,0.46829044818878174
-0.10600738972425461,0.43697771430015564,0.53559410572052
0.008814431726932526,-0.1417125165462494,0.36678555607795715
-0.09556903690099716,0.38436952233314514,0.44211819767951965
0.10538329929113388,-0.18035981059074402,0.33797764778137207
-0.07730064541101456,0.33303049206733704,0.350148469209671
0.16118431091308594,-0.2076243758201599,0.294048935174942
-4.722525596618652,2.2169740200042725,4.090160846710205
-0.21608811616897583,-0.05654677748680115,0.8712835311889648
-0.4559028744697571,0.41269198060035706,0.9125233292579651
-0.19066524505615234,-0.061257749795913696,0.8175306916236877
-0.4317903518676758,0.3696056306362152,0.8331405520439148
-0.1275787353515625,-0.03805670142173767,0.6719416975975037
-0.40413475036621094,0.3325454294681549,0.7093706130981445
-0.04872569441795349,-0.009247571229934692,0.5363636016845703
-0.37182483077049255,0.30147334933280945,0.6019976735115051
0.07058334350585938,-0.0010307133197784424,0.46091482043266296
-0.3316059112548828,0.2739729583263397,0.49330559372901917
0.17393150925636292,0.02847832441329956,0.3946414589881897
-0.2856479585170746,0.2516552805900574,0.424363374710083
0.25857388973236084,0.0640053004026413,0.34140658378601074
-0.23617325723171234,0.23459617793560028,0.3926277756690979
0.32200509309768677,0.09718404710292816,0.29450708627700806
-66.18543243408203,-12.977895736694336,0.3738122582435608
-5.625808238983154,-1.0730953216552734,0.2723811864852905
-6.134555339813232,-0.9865503311157227,0.31605538725852966
-5.598226070404053,-1.0471429824829102,0.2017236202955246
-6.0857977867126465,-0.9920587539672852,0.23537464439868927
-5.486048221588135,-0.9872006773948669,0.20549510419368744
-6.031275272369385,-0.9916171431541443,0.2706844210624695
-5.34193754196167,-0.8714871406555176,0.22791065275669098
-5.968608379364014,-0.9806962013244629,0.2489582598209381
-5.227200031280518,-0.7693678140640259,0.1950494349002838
-5.901207447052002,-0.9614845514297485,0.22746114432811737
-5.120540142059326,-0.6754266023635864,0.1828567087650299
-5.830237865447998,-0.9354792833328247,0.20716319978237152
-5.022811412811279,-0.5827159285545349,0.1812681257724762
-5.756835460662842,-0.9034098982810974,0.1968570500612259
-4.923526763916016,-0.5092691779136658,0.1829170286655426
-5.681079864501953,-0.86757892370224,0.19263856112957
-4.8093767166137695,-0.42403459548950195,0.1807422637939453
-5.601834297180176,-0.8272566795349121,0.1957409381866455
-4.717038631439209,-0.3588034510612488,0.18328337371349335
-5.521398067474365,-0.7846700549125671,0.19171686470508575
-4.635738372802734,-0.2908881902694702,0.19586491584777832
-5.440883636474609,-0.7397807836532593,0.18982718884944916
-4.542425632476807,-0.22953158617019653,0.19906757771968842
-5.359205722808838,-0.6933944821357727,0.19672001898288727
-4.447949409484863,-0.16667795181274414,0.20791029930114746
-5.276364326477051,-0.6455111503601074,0.20112244784832
-4.376458644866943,-0.09304851293563843,0.22346848249435425
-5.194554805755615,-0.5952872633934021,0.21183979511260986
-4.305722713470459,-0.008636415004730225,0.23460577428340912
-5.1137518882751465,-0.5419554114341736,0.22187800705432892
-4.224050998687744,0.0700230598449707,0.2566056251525879
-5.032869815826416,-0.48632097244262695,0.24215342104434967
-4.155107021331787,0.13451817631721497,0.2845665216445923
-4.953073024749756,-0.4298810660839081,0.2642918825149536
-4.074727535247803,0.20784348249435425,0.2989691197872162
-4.873223781585693,-0.3719061017036438,0.26625823974609375
-3.9945921897888184,0.27426114678382874,0.27958521246910095
-4.7933478355407715,-0.3131636083126068,0.2431039810180664
-3.926361083984375,0.35030701756477356,0.2273561954498291
-4.714530944824219,-0.2528481185436249,0.19092606008052826
-3.871126651763916,0.43678563833236694,0.13938510417938232
-4.637857913970947,-0.19015412032604218,0.13216277956962585
-3.793295383453369,0.5332503914833069,0.10854867845773697
-4.561079502105713,-0.12439008057117462,0.06680875271558762
-3.715363025665283,0.6327852010726929,0.0645308792591095
-4.484196186065674,-0.05555596575140953,0.04199820011854172
-3.662057876586914,0.7277823686599731,0.03304852172732353
-4.409456253051758,0.015656614676117897,0.0068589672446250916
-3.5739450454711914,0.8323482275009155,-0.06732490658760071
-4.333500862121582,0.08990130573511124,-0.06088458001613617
-3.4604544639587402,0.9306673407554626,-0.14711220562458038
-4.2541327476501465,0.1663345843553543,-0.11316944658756256
-3.356065273284912,1.0231515169143677,-0.21522387862205505
-4.17249059677124,0.24422703683376312,-0.1930108219385147
-3.2371816635131836,1.1166751384735107,-0.2616434395313263
-4.087462425231934,0.32354050874710083,-0.23829683661460876
-3.1637978553771973,1.2132925987243652,-0.26899993419647217
-4.003492832183838,0.40442705154418945,-0.2847135663032532
-3.080982208251953,1.2604084014892578,-0.2723792493343353
-3.919628143310547,0.48224353790283203,-0.2990941107273102
-3.0232932567596436,1.288404941558838,-0.311711847782135
-3.8381431102752686,0.5555309653282166,-0.3064742684364319
-2.9802074432373047,1.3122907876968384,-0.3583366572856903
-3.7601490020751953,0.6243273019790649,-0.34722310304641724
-2.917030096054077,1.3055205345153809,-0.37762346863746643
-3.683501958847046,0.6862539649009705,-0.3163781762123108
-2.8793609142303467,1.3011603355407715,-0.3721877634525299
-3.610398054122925,0.7421545386314392,-0.2674693763256073
-2.845227003097534,1.2907729148864746,-0.31999674439430237
-3.540837049484253,0.7920289039611816,-0.2025553286075592
-2.7904911041259766,1.2650816440582275,-0.2004619538784027
-3.472623825073242,0.8350337147712708,-0.05055416747927666
-2.736515522003174,1.2494051456451416,-0.15321895480155945
-3.405704975128174,0.8727038502693176,-0.041493985801935196
-2.6710400581359863,1.2448630332946777,0.029949964955449104
-3.3389172554016113,0.9065365195274353,0.0419701412320137
-2.581538438796997,1.227204442024231,0.08862391859292984
-3.27006459236145,0.9356881380081177,0.09866146743297577
-2.4888179302215576,1.2386356592178345,0.1356430947780609
-3.1990420818328857,0.9632288217544556,0.16428029537200928
-2.3945069313049316,1.2315704822540283,0.16844992339611053
-3.1259026527404785,0.9876235127449036,0.21597006916999817
-2.2972121238708496,1.2466875314712524,0.23757407069206238
-3.050567150115967,1.0111747980117798,0.2071744054555893
-2.1852104663848877,1.2689851522445679,0.30689311027526855
-2.971898317337036,1.0346120595932007,0.19986222684383392
-2.069873571395874,1.2911700010299683,0.20912717282772064
-2.8898961544036865,1.0579355955123901,0.169173002243042
-1.96256422996521,1.3389843702316284,0.11607764661312103
-2.805593252182007,1.08348548412323,0.14269013702869415
-1.8398621082305908,1.4139398336410522,0.15666154026985168
-2.717799425125122,1.113526701927185,0.1622035801410675
-1.7381160259246826,1.4942177534103394,0.17421630024909973
-2.628737211227417,1.1481350660324097,0.18954457342624664
-1.6481854915618896,1.5541540384292603,0.18370386958122253
-2.5395963191986084,1.185045838356018,0.19576913118362427
-1.5587589740753174,1.5995075702667236,0.18299560248851776
-2.4504292011260986,1.222724199295044,0.14579877257347107
-1.4693024158477783,1.645628571510315,0.16446982324123383
-2.3612358570098877,1.2611700296401978,0.11141680181026459
-1.3801090717315674,1.6840744018554688,0.131673201918602
-2.2720425128936768,1.2996158599853516,0.09700089693069458
-1.2786943912506104,1.7221027612686157,0.10107098519802094
-2.1817381381988525,1.3380237817764282,0.11525452136993408
-1.2006113529205322,1.7609302997589111,0.09886536747217178
-2.0925447940826416,1.3764698505401611,0.10946967452764511
-1.124218463897705,1.782906413078308,0.05506538227200508
-2.0045151710510254,1.4134186506271362,0.06143214926123619
-1.0737192630767822,1.7957817316055298,0.009425508789718151
