T_X,T_Y,M_Z
6966165453195572
0.0,0.0,-0.09888771176338196
0.0,0.0,-0.08693967759609222
0.0,0.0,-0.11478874087333679
0.0,0.0,-0.10063332319259644
0.0,0.0,-0.12082714587450027
0.0,0.0,-0.11714547872543335
0.0,0.0,-0.12887151539325714
0.0,0.0,-0.12018092721700668
0.0,0.0,-0.11944334208965302
0.0,0.0,-0.11264222860336304
0.0,0.0,-0.0986730083823204
0.0,0.0,-0.10367002338171005
0.0,0.0,-0.09761576354503632
0.0,0.0,-0.10185837000608444
0.0,0.0,-0.09119392931461334
0.0,0.0,-0.09739802777767181
0.0,0.0,-0.09224314987659454
0.0,0.0,-0.09266971051692963
0.0,0.0,-0.07825003564357758
0.0,0.0,-0.08430036157369614
0.0,0.0,-0.06746265292167664
0.0,0.0,-0.07556251436471939
0.0,0.0,-0.06034929305315018
0.0,0.0,-0.016654906794428825
0.0,0.0,0.0026145572774112225
0.0,0.0,-0.0026311418041586876
0.0,0.0,0.006843812298029661
0.0,0.0,-0.0009361029951833189
0.0,0.0,0.019126223400235176
0.0,0.0,0.011481847614049911
0.0,0.0,0.022979868575930595
0.0,0.0,0.019356880336999893
0.0,0.0,0.02481365203857422
0.0,0.0,0.021840548142790794
0.0,0.0,0.03595174849033356
0.0,0.0,0.02514803409576416
0.0,0.0,0.0385248176753521
0.0,0.0,0.031084919348359108
0.0,0.0,0.041750095784664154
0.0,0.0,0.03704335540533066
0.0,0.0,0.04016871377825737
0.0,0.0,0.039897479116916656
0.0,0.0,0.04718729853630066
0.0,0.0,0.047466181218624115
0.0,0.0,0.051277950406074524
0.0,0.0,0.046017374843358994
0.0,0.0,0.04593432694673538
0.0,0.0,0.04787333682179451
-0.10026121139526367,-0.07070865482091904,0.055400338023900986
-0.07777738571166992,-0.06379302591085434,0.05202283710241318
-0.11444349586963654,-0.06253981590270996,0.0599893219769001
-0.08111067116260529,-0.06367909908294678,0.0516459196805954
-0.1541554480791092,-0.052730120718479156,0.02093970775604248
-0.087751105427742,-0.06268373876810074,0.004087824374437332
-0.15992936491966248,-0.026406824588775635,-0.03388511762022972
-0.09431276470422745,-0.059385836124420166,-0.028233949095010757
-0.1417577862739563,-0.015501797199249268,-0.025873996317386627
-0.09862595051527023,-0.05539637804031372,-0.016280340030789375
-0.14607200026512146,-0.011512339115142822,-0.022024668753147125
-0.10293922573328018,-0.051406919956207275,-0.014137817546725273
-0.12594051659107208,-0.008358344435691833,-0.011530350893735886
-0.10503025352954865,-0.04749341309070587,-0.015784941613674164
-0.1032993346452713,0.0031623542308807373,-0.0057312557473778725
-0.10487289726734161,-0.042888343334198,-0.003042236203327775
-0.07898569107055664,-0.0015106946229934692,-0.005875777918845415
-0.10251951217651367,-0.03912673890590668,-0.004269613418728113
-0.0763438269495964,0.010693565011024475,-0.004602781962603331
-0.10013990849256516,-0.034597620368003845,0.005769421346485615
-0.04952049255371094,0.01438722014427185,0.00521436333656311
-0.09553813934326172,-0.030144453048706055,0.014082609675824642
0.0,0.0,0.009186862967908382
0.0,0.0,0.024523526430130005
0.0,0.0,0.009250923059880733
0.0,0.0,0.020828884094953537
0.0,0.0,0.014133300632238388
0.0,0.0,0.026697132736444473
0.0,0.0,0.021653011441230774
0.0,0.0,0.03782977536320686
0.0,0.0,0.026567649096250534
0.0,0.0,0.03349519148468971
0.0,0.0,0.03085119090974331
0.0,0.0,0.030167896300554276
0.0,0.0,0.03515147045254707
0.0,0.0,0.035613708198070526
0.0,0.0,0.038793548941612244
0.0,0.0,0.03632150962948799
0.0,0.0,0.03791608661413193
0.0,0.0,0.04061269387602806
0.0,0.0,0.03750818595290184
0.0,0.0,0.042277608066797256
0.0,0.0,0.03901762142777443
0.0,0.0,0.038669660687446594
0.0,0.0,0.03979574516415596
0.0,0.0,0.03879878669977188
0.0,0.0,0.03946545347571373
0.0,0.0,0.04055899754166603
0.0,0.0,0.04373767599463463
0.0,0.0,0.04309706389904022
0.0,0.0,0.04340701550245285
0.0,0.0,0.04029427096247673
0.0,0.0,0.04692693427205086
0.0,0.0,0.04568576067686081
0.0,0.0,0.0504421629011631
0.0,0.0,0.048759035766124725
0.0,0.0,0.05090626701712608
0.0,0.0,0.054434873163700104
0.0,0.0,0.05645838379859924
0.0,0.0,0.05735251307487488
0.0,0.0,0.05658707022666931
0.0,0.0,0.06042802706360817
0.0,0.0,0.05956389009952545
0.0,0.0,0.06227488815784454
0.0,0.0,0.06431692838668823
0.0,0.0,0.06466273963451385
0.0,0.0,0.06608347594738007
0.0,0.0,0.06877444684505463
0.0,0.0,0.06877250969409943
0.0,0.0,0.07281303405761719
0.0,0.0,0.07098694890737534
0.0,0.0,0.0730411633849144
10.884512901306152,0.06966201961040497,0.06973793357610703
0.9173211455345154,0.053172517567873,0.0482579804956913
0.8570756912231445,0.08058902621269226,0.04847819358110428
0.9118442535400391,0.05566492676734924,0.04971862584352493
0.8393775224685669,0.08349914848804474,0.023347027599811554
0.9052563905715942,0.058195311576128006,0.025006555020809174
0.65003502368927,0.10918071120977402,-0.009063164703547955
0.8820544481277466,0.062830351293087,-0.02198960818350315
0.43185609579086304,0.13738462328910828,-0.05501769483089447
0.841127336025238,0.06960801035165787,-0.055452361702919006
0.2797766923904419,0.11415130645036697,-0.06505527347326279
0.7900954484939575,0.07365740090608597,-0.05493948608636856
0.15396910905838013,0.07849400490522385,-0.07567332684993744
0.7322657704353333,0.07409708946943283,-0.0578039214015007
0.08276259899139404,0.04558085650205612,-0.06642717868089676
0.6732200384140015,0.07150470465421677,-0.05521974712610245
-0.0015923380851745605,0.018496103584766388,-0.05560819432139397
0.61187344789505,0.0666857436299324,-0.05042697489261627
-0.07544976472854614,0.005652297288179398,-0.05052860826253891
0.5493895411491394,0.06113724783062935,-0.04276822507381439
-0.11406698822975159,-0.017616938799619675,-0.02922608144581318
