Cosstrack_Error,Angular_Error,x,y,theta,x_desired,y_desired,theta_desired
2789,0.030830061063170433,-10.0,0.0,0.0
0.6721882187104704,-0.03488961607217789,-9.999733959324658,0.6721881660632789,0.03488961607217789,-10.0,0.0,0.0
0.6721882187104704,-0.03974882513284683,-9.999733959324658,0.6721881660632789,0.03974882513284683,-10.0,0.0,0.0
0.6565478797806599,-0.04390249401330948,-9.989147598855197,0.6564581813290715,0.04390249401330948,-10.0,0.0,0.0
0.6565478797806599,-0.04735306650400162,-9.989147598855197,0.6564581813290715,0.04735306650400162,-10.0,0.0,0.0
0.6565478797806599,-0.050851501524448395,-9.989147598855197,0.6564581813290715,0.050851501524448395,-10.0,0.0,0.0
0.6565478797806599,-0.054563023149967194,-9.989147598855197,0.6564581813290715,0.054563023149967194,-10.0,0.0,0.0
0.6565478797806599,-0.05890396982431412,-9.989147598855197,0.6564581813290715,0.05890396982431412,-10.0,0.0,0.0
0.6410867657173075,-0.06243608146905899,-9.97856123931706,0.6407281956635416,0.06243608146905899,-10.0,0.0,0.0
0.6410867657173075,-0.06581047922372818,-9.97856123931706,0.6407281956635416,0.06581047922372818,-10.0,0.0,0.0
0.6410867657173075,-0.06925777345895767,-9.97856123931706,0.6407281956635416,0.06925777345895767,-10.0,0.0,0.0
0.6410867657173075,-0.07278928905725479,-9.97856123931706,0.6407281956635416,0.07278928905725479,-10.0,0.0,0.0
0.6410867657173075,-0.07637045532464981,-9.97856123931706,0.6407281956635416,0.07637045532464981,-10.0,0.0,0.0
0.6258181631747061,-0.08035478740930557,-9.967974878847599,0.6249982119770721,0.08035478740930557,-10.0,0.0,0.0
0.6258181631747061,-0.0831887498497963,-9.967974878847599,0.6249982119770721,0.0831887498497963,-10.0,0.0,0.0
0.6258181631747061,-0.08621946722269058,-9.967974878847599,0.6249982119770721,0.08621946722269058,-10.0,0.0,0.0
0.6258181631747061,-0.08925268799066544,-9.967974878847599,0.6249982119770721,0.08925268799066544,-10.0,0.0,0.0
0.6258181631747061,-0.09219101816415787,-9.967974878847599,0.6249982119770721,0.09219101816415787,-10.0,0.0,0.0
0.6107565062624702,-0.09484223276376724,-9.957388520240784,0.6092682264279574,0.09484223276376724,-10.0,0.0,0.0
0.6107565062624702,-0.09838888794183731,-9.957388520240784,0.6092682264279574,0.09838888794183731,-10.0,0.0,0.0
0.6107565062624702,-0.10075149685144424,-9.957388520240784,0.6092682264279574,0.10075149685144424,-10.0,0.0,0.0
0.6107565062624702,-0.10334674268960953,-9.957388520240784,0.6092682264279574,0.10334674268960953,-10.0,0.0,0.0
0.6107565062624702,-0.10578278452157974,-9.957388520240784,0.6092682264279574,0.10578278452157974,-10.0,0.0,0.0
0.6052046053015685,-0.10757628828287125,-9.924317832104862,0.6004538481356576,0.10757628828287125,-10.0,0.0,0.0
0.6052046053015685,-0.10920415073633194,-9.924317832104862,0.6004538481356576,0.10920415073633194,-10.0,0.0,0.0
0.6052046053015685,-0.1108841672539711,-9.924317832104862,0.6004538481356576,0.1108841672539711,-10.0,0.0,0.0
0.6052046053015685,-0.11182884126901627,-9.924317832104862,0.6004538481356576,0.11182884126901627,-10.0,0.0,0.0
0.6052046053015685,-0.11243299394845963,-9.924317832104862,0.6004538481356576,0.11243299394845963,-10.0,0.0,0.0
0.6091488174834208,-0.11290428787469864,-9.89098482299596,0.599314586026594,0.11290428787469864,-10.0,0.0,0.0
0.6091488174834208,-0.11253628879785538,-9.89098482299596,0.599314586026594,0.11253628879785538,-10.0,0.0,0.0
0.6091488174834208,-0.11258361488580704,-9.89098482299596,0.599314586026594,0.11258361488580704,-10.0,0.0,0.0
0.6091488174834208,-0.11163304001092911,-9.89098482299596,0.599314586026594,0.11163304001092911,-10.0,0.0,0.0
0.6091488174834208,-0.11027989536523819,-9.89098482299596,0.599314586026594,0.11027989536523819,-10.0,0.0,0.0
0.622408638088538,-0.10882953554391861,-9.857389491982758,0.6058504401007667,0.10882953554391861,-10.0,0.0,0.0
0.622408638088538,-0.10770229250192642,-9.857389491982758,0.6058504401007667,0.10770229250192642,-10.0,0.0,0.0
0.622408638088538,-0.10618225485086441,-9.857389491982758,0.6058504401007667,0.10618225485086441,-10.0,0.0,0.0
