Cosstrack_Error,Angular_Error,x,y,theta,x_desired,y_desired,theta_desired
,-1.1003624200820923,-10.0,0.0,0.0
8.035906211639894,1.1052296161651611,-2.232298449613154,2.0587863576365635,-1.1052296161651611,-10.0,0.0,0.0
8.035906211639894,1.1090326309204102,-2.232298449613154,2.0587863576365635,-1.1090326309204102,-10.0,0.0,0.0
8.035906211639894,1.1114215850830078,-2.232298449613154,2.0587863576365635,-1.1114215850830078,-10.0,0.0,0.0
7.5871895499122175,1.1073179244995117,-2.729145704768598,2.167976725846529,-1.1073179244995117,-10.0,0.0,0.0
7.5871895499122175,1.1043977737426758,-2.729145704768598,2.167976725846529,-1.1043977737426758,-10.0,0.0,0.0
7.5871895499122175,1.1026028394699097,-2.729145704768598,2.167976725846529,-1.1026028394699097,-10.0,0.0,0.0
7.5871895499122175,1.098230242729187,-2.729145704768598,2.167976725846529,-1.098230242729187,-10.0,0.0,0.0
7.5871895499122175,1.0949125289916992,-2.729145704768598,2.167976725846529,-1.0949125289916992,-10.0,0.0,0.0
7.122703989837689,1.0910555124282837,-3.2384155793115497,2.239171330817044,-1.0910555124282837,-10.0,0.0,0.0
7.122703989837689,1.0857763290405273,-3.2384155793115497,2.239171330817044,-1.0857763290405273,-10.0,0.0,0.0
7.122703989837689,1.0813534259796143,-3.2384155793115497,2.239171330817044,-1.0813534259796143,-10.0,0.0,0.0
7.122703989837689,1.0764456987380981,-3.2384155793115497,2.239171330817044,-1.0764456987380981,-10.0,0.0,0.0
7.122703989837689,1.0710080862045288,-3.2384155793115497,2.239171330817044,-1.0710080862045288,-10.0,0.0,0.0
6.689513904712481,1.0647996664047241,-3.7048153849318624,2.2627962664701045,-1.0647996664047241,-10.0,0.0,0.0
6.689513904712481,1.0547351837158203,-3.7048153849318624,2.2627962664701045,-1.0547351837158203,-10.0,0.0,0.0
6.689513904712481,1.044258952140808,-3.7048153849318624,2.2627962664701045,-1.044258952140808,-10.0,0.0,0.0
6.689513904712481,1.038252353668213,-3.7048153849318624,2.2627962664701045,-1.038252353668213,-10.0,0.0,0.0
6.689513904712481,1.031080722808838,-3.7048153849318624,2.2627962664701045,-1.031080722808838,-10.0,0.0,0.0
6.273765314884111,1.016846776008606,-4.1394561259076,2.239231280167587,-1.016846776008606,-10.0,0.0,0.0
6.273765314884111,1.0044221878051758,-4.1394561259076,2.239231280167587,-1.0044221878051758,-10.0,0.0,0.0
6.273765314884111,0.9916785359382629,-4.1394561259076,2.239231280167587,-0.9916785359382629,-10.0,0.0,0.0
6.273765314884111,0.9822773933410645,-4.1394561259076,2.239231280167587,-0.9822773933410645,-10.0,0.0,0.0
6.273765314884111,0.9721707105636597,-4.1394561259076,2.239231280167587,-0.9721707105636597,-10.0,0.0,0.0
5.8452363588193,0.9617586135864258,-4.575408484786749,2.177290743915364,-0.9617586135864258,-10.0,0.0,0.0
5.8452363588193,0.9435110092163086,-4.575408484786749,2.177290743915364,-0.9435110092163086,-10.0,0.0,0.0
5.8452363588193,0.9268760085105896,-4.575408484786749,2.177290743915364,-0.9268760085105896,-10.0,0.0,0.0
5.8452363588193,0.9154541492462158,-4.575408484786749,2.177290743915364,-0.9154541492462158,-10.0,0.0,0.0
5.8452363588193,0.9057319760322571,-4.575408484786749,2.177290743915364,-0.9057319760322571,-10.0,0.0,0.0
5.435549095908546,0.8942829370498657,-4.989401158876717,2.1069155719596893,-0.8942829370498657,-10.0,0.0,0.0
5.435549095908546,0.8777105212211609,-4.989401158876717,2.1069155719596893,-0.8777105212211609,-10.0,0.0,0.0
5.435549095908546,0.8555487990379333,-4.989401158876717,2.1069155719596893,-0.8555487990379333,-10.0,0.0,0.0
5.435549095908546,0.8448827862739563,-4.989401158876717,2.1069155719596893,-0.8448827862739563,-10.0,0.0,0.0
5.435549095908546,0.8367812037467957,-4.989401158876717,2.1069155719596893,-0.8367812037467957,-10.0,0.0,0.0
5.040919310697366,0.8226392865180969,-5.381696472875774,2.020430654170923,-0.8226392865180969,-10.0,0.0,0.0
5.040919310697366,0.8031275868415833,-5.381696472875774,2.020430654170923,-0.8031275868415833,-10.0,0.0,0.0
5.040919310697366,0.7864273190498352,-5.381696472875774,2.020430654170923,-0.7864273190498352,-10.0,0.0,0.0
5.040919310697366,0.7750172019004822,-5.381696472875774,2.020430654170923,-0.7750172019004822,-10.0,0.0,0.0
5.040919310697366,0.7647845149040222,-5.381696472875774,2.020430654170923,-0.7647845149040222,-10.0,0.0,0.0
4.657083811924775,0.7515891790390015,-5.742232719436288,1.8867557912599295,-0.7515891790390015,-10.0,0.0,0.0
4.657083811924775,0.7366572618484497,-5.742232719436288,1.8867557912599295,-0.7366572618484497,-10.0,0.0,0.0
4.657083811924775,0.7184498906135559,-5.742232719436288,1.8867557912599295,-0.7184498906135559,-10.0,0.0,0.0
4.657083811924775,0.7047533988952637,-5.742232719436288,1.8867557912599295,-0.7047533988952637,-10.0,0.0,0.0
4.657083811924775,0.6864596605300903,-5.742232719436288,1.8867557912599295,-0.6864596605300903,-10.0,0.0,0.0
4.306634123796478,0.6705541610717773,-6.0588495917618275,1.7362116621807218,-0.6705541610717773,-10.0,0.0,0.0
4.306634123796478,0.6542887687683105,-6.0588495917618275,1.7362116621807218,-0.6542887687683105,-10.0,0.0,0.0
4.306634123796478,0.6383801102638245,-6.0588495917618275,1.7362116621807218,-0.6383801102638245,-10.0,0.0,0.0
4.306634123796478,0.6234892010688782,-6.0588495917618275,1.7362116621807218,-0.6234892010688782,-10.0,0.0,0.0
4.306634123796478,0.607459306716919,-6.0588495917618275,1.7362116621807218,-0.607459306716919,-10.0,0.0,0.0
3.976496246346028,0.5867701768875122,-6.3429204216226935,1.561502915341407,-0.5867701768875122,-10.0,0.0,0.0
3.976496246346028,0.5708213448524475,-6.3429204216226935,1.561502915341407,-0.5708213448524475,-10.0,0.0,0.0
3.976496246346028,0.5544805526733398,-6.3429204216226935,1.561502915341407,-0.5544805526733398,-10.0,0.0,0.0
3.976496246346028,0.5388678312301636,-6.3429204216226935,1.561502915341407,-0.5388678312301636,-10.0,0.0,0.0
3.976496246346028,0.5233919620513916,-6.3429204216226935,1.561502915341407,-0.5233919620513916,-10.0,0.0,0.0
3.678223710646489,0.5102893710136414,-6.5833342038095,1.362249794532545,-0.5102893710136414,-10.0,0.0,0.0
3.678223710646489,0.49211743474006653,-6.5833342038095,1.362249794532545,-0.49211743474006653,-10.0,0.0,0.0
3.678223710646489,0.47653093934059143,-6.5833342038095,1.362249794532545,-0.47653093934059143,-10.0,0.0,0.0
3.678223710646489,0.4602707624435425,-6.5833342038095,1.362249794532545,-0.4602707624435425,-10.0,0.0,0.0
3.678223710646489,0.4432346820831299,-6.5833342038095,1.362249794532545,-0.4432346820831299,-10.0,0.0,0.0
3.4340537299339857,0.42935997247695923,-6.768192961812019,1.1610978804528713,-0.42935997247695923,-10.0,0.0,0.0
3.4340537299339857,0.41664519906044006,-6.768192961812019,1.1610978804528713,-0.41664519906044006,-10.0,0.0,0.0
3.4340537299339857,0.3958052098751068,-6.768192961812019,1.1610978804528713,-0.3958052098751068,-10.0,0.0,0.0
3.4340537299339857,0.37777355313301086,-6.768192961812019,1.1610978804528713,-0.37777355313301086,-10.0,0.0,0.0
3.4340537299339857,0.358142614364624,-6.768192961812019,1.1610978804528713,-0.358142614364624,-10.0,0.0,0.0
3.223533490844163,0.34320542216300964,-6.919981024228036,0.9511315763229504,-0.34320542216300964,-10.0,0.0,0.0
3.223533490844163,0.3289458155632019,-6.919981024228036,0.9511315763229504,-0.3289458155632019,-10.0,0.0,0.0
3.223533490844163,0.308478444814682,-6.919981024228036,0.9511315763229504,-0.308478444814682,-10.0,0.0,0.0
3.223533490844163,0.2817499339580536,-6.919981024228036,0.9511315763229504,-0.2817499339580536,-10.0,0.0,0.0
3.223533490844163,0.2657337784767151,-6.919981024228036,0.9511315763229504,-0.2657337784767151,-10.0,0.0,0.0
3.0505155349231114,0.24937281012535095,-7.038698392920196,0.7323508863337338,-0.24937281012535095,-10.0,0.0,0.0
3.0505155349231114,0.23251846432685852,-7.038698392920196,0.7323508863337338,-0.23251846432685852,-10.0,0.0,0.0
3.0505155349231114,0.21073803305625916,-7.038698392920196,0.7323508863337338,-0.21073803305625916,-10.0,0.0,0.0
3.0505155349231114,0.19000446796417236,-7.038698392920196,0.7323508863337338,-0.19000446796417236,-10.0,0.0,0.0
3.0505155349231114,0.1636638641357422,-7.038698392920196,0.7323508863337338,-0.1636638641357422,-10.0,0.0,0.0
2.919618077636829,0.14595720171928406,-7.124345067888498,0.5047558129299432,-0.14595720171928406,-10.0,0.0,0.0
27.893403226349648,0.12715086340904236,-7.124345067888498,0.5047558129299432,-0.12715086340904236,20.0,-6.0,0.0
27.893403226349648,0.10827910155057907,-7.124345067888498,0.5047558129299432,-0.10827910155057907,20.0,-6.0,0.0
27.893403226349648,0.08564972132444382,-7.124345067888498,0.5047558129299432,-0.08564972132444382,20.0,-6.0,0.0
27.893403226349648,0.06312965601682663,-7.124345067888498,0.5047558129299432,-0.06312965601682663,20.0,-6.0,0.0
27.882481975831542,0.038430117070674896,-7.165285397320986,0.2833168322686106,-0.038430117070674896,20.0,-6.0,0.0
27.882481975831542,0.01941164769232273,-7.165285397320986,0.2833168322686106,-0.01941164769232273,20.0,-6.0,0.0
27.882481975831542,-0.00020412207231856883,-7.165285397320986,0.2833168322686106,0.00020412207231856883,20.0,-6.0,0.0
27.882481975831542,-0.022368228062987328,-7.165285397320986,0.2833168322686106,0.022368228062987328,20.0,-6.0,0.0
27.882481975831542,-0.04747185856103897,-7.165285397320986,0.2833168322686106,0.04747185856103897,20.0,-6.0,0.0
27.85293611387615,-0.06826958805322647,-7.183741394430399,0.06879345211200416,0.06826958805322647,20.0,-6.0,0.0
