Cosstrack_Error,Angular_Error,x,y,theta,x_desired,y_desired,theta_desired
4802,0.12254521995782852,0.0,0.0,0.0
1.1536487249439138,-0.12409291416406631,-0.5436703227460384,1.0175106686074287,0.12409291416406631,0.0,0.0,0.0
1.1536487249439138,-0.12521597743034363,-0.5436703227460384,1.0175106686074287,0.12521597743034363,0.0,0.0,0.0
1.1536487249439138,-0.12659046053886414,-0.5436703227460384,1.0175106686074287,0.12659046053886414,0.0,0.0,0.0
1.1536487249439138,-0.12700966000556946,-0.5436703227460384,1.0175106686074287,0.12700966000556946,0.0,0.0,0.0
1.1536487249439138,-0.1290053427219391,-0.5436703227460384,1.0175106686074287,0.1290053427219391,0.0,0.0,0.0
1.1913802784661134,-0.13198557496070862,-0.5648430390283465,1.0489705950021744,0.13198557496070862,0.0,0.0,0.0
1.1913802784661134,-0.1342020332813263,-0.5648430390283465,1.0489705950021744,0.1342020332813263,0.0,0.0,0.0
1.1913802784661134,-0.13556131720542908,-0.5648430390283465,1.0489705950021744,0.13556131720542908,0.0,0.0,0.0
1.1913802784661134,-0.13685527443885803,-0.5648430390283465,1.0489705950021744,0.13685527443885803,0.0,0.0,0.0
1.1913802784661134,-0.13814279437065125,-0.5648430390283465,1.0489705950021744,0.13814279437065125,0.0,0.0,0.0
1.2291234990621562,-0.1394917070865631,-0.5860157543793321,1.08043052139692,0.1394917070865631,0.0,0.0,0.0
1.2291234990621562,-0.14027246832847595,-0.5860157543793321,1.08043052139692,0.14027246832847595,0.0,0.0,0.0
1.2291234990621562,-0.1410525143146515,-0.5860157543793321,1.08043052139692,0.1410525143146515,0.0,0.0,0.0
1.2291234990621562,-0.14174368977546692,-0.5860157543793321,1.08043052139692,0.14174368977546692,0.0,0.0,0.0
1.2291234990621562,-0.14200344681739807,-0.5860157543793321,1.08043052139692,0.14200344681739807,0.0,0.0,0.0
1.273493766947025,-0.14242234826087952,-0.6069261487573385,1.119565551634878,0.14242234826087952,0.0,0.0,0.0
1.273493766947025,-0.14351949095726013,-0.6069261487573385,1.119565551634878,0.14351949095726013,0.0,0.0,0.0
1.273493766947025,-0.14365234971046448,-0.6069261487573385,1.119565551634878,0.14365234971046448,0.0,0.0,0.0
1.273493766947025,-0.14277967810630798,-0.6069261487573385,1.119565551634878,0.14277967810630798,0.0,0.0,0.0
1.273493766947025,-0.1412135660648346,-0.6069261487573385,1.119565551634878,0.1412135660648346,0.0,0.0,0.0
1.3056261338438875,-0.13969025015830994,-0.616987862624228,1.150645722518675,0.13969025015830994,0.0,0.0,0.0
1.3056261338438875,-0.1378321349620819,-0.616987862624228,1.150645722518675,0.1378321349620819,0.0,0.0,0.0
1.3056261338438875,-0.13706240057945251,-0.616987862624228,1.150645722518675,0.13706240057945251,0.0,0.0,0.0
1.3056261338438875,-0.13595417141914368,-0.616987862624228,1.150645722518675,0.13595417141914368,0.0,0.0,0.0
1.3056261338438875,-0.1348685920238495,-0.616987862624228,1.150645722518675,0.1348685920238495,0.0,0.0,0.0
1.3311331529576025,-0.13414475321769714,-0.627311896532774,1.1740507890935987,0.13414475321769714,0.0,0.0,0.0
1.3311331529576025,-0.13253870606422424,-0.627311896532774,1.1740507890935987,0.13253870606422424,0.0,0.0,0.0
1.3311331529576025,-0.13089856505393982,-0.627311896532774,1.1740507890935987,0.13089856505393982,0.0,0.0,0.0
1.3311331529576025,-0.12866732478141785,-0.627311896532774,1.1740507890935987,0.12866732478141785,0.0,0.0,0.0
1.3311331529576025,-0.1256774365901947,-0.627311896532774,1.1740507890935987,0.1256774365901947,0.0,0.0,0.0
1.3499971938712183,-0.12332645803689957,-0.6378982542082667,1.1897807532222942,0.12332645803689957,0.0,0.0,0.0
1.3499971938712183,-0.12038735300302505,-0.6378982542082667,1.1897807532222942,0.12038735300302505,0.0,0.0,0.0
1.3499971938712183,-0.11759749799966812,-0.6378982542082667,1.1897807532222942,0.11759749799966812,0.0,0.0,0.0
1.3499971938712183,-0.11655864864587784,-0.6378982542082667,1.1897807532222942,0.11655864864587784,0.0,0.0,0.0
1.3499971938712183,-0.1150987520813942,-0.6378982542082667,1.1897807532222942,0.1150987520813942,0.0,0.0,0.0
1.3566429558883686,-0.11350993067026138,-0.6376359313726425,1.1974558567162603,0.11350993067026138,0.0,0.0,0.0
1.3566429558883686,-0.11175117641687393,-0.6376359313726425,1.1974558567162603,0.11175117641687393,0.0,0.0,0.0
1.3566429558883686,-0.1099800243973732,-0.6376359313726425,1.1974558567162603,0.1099800243973732,0.0,0.0,0.0
1.3566429558883686,-0.10917756706476212,-0.6376359313726425,1.1974558567162603,0.10917756706476212,0.0,0.0,0.0
1.3566429558883686,-0.10867897421121597,-0.6376359313726425,1.1974558567162603,0.10867897421121597,0.0,0.0,0.0
1.3632995802799177,-0.10805252939462662,-0.6373736085370183,1.2051309591624886,0.10805252939462662,0.0,0.0,0.0
1.3632995802799177,-0.10734865814447403,-0.6373736085370183,1.2051309591624886,0.10734865814447403,0.0,0.0,0.0
1.3632995802799177,-0.1068187728524208,-0.6373736085370183,1.2051309591624886,0.1068187728524208,0.0,0.0,0.0
1.3632995802799177,-0.1063602939248085,-0.6373736085370183,1.2051309591624886,0.1063602939248085,0.0,0.0,0.0
1.3632995802799177,-0.10593751817941666,-0.6373736085370183,1.2051309591624886,0.10593751817941666,0.0,0.0,0.0
1.3632995802799177,-0.10635737329721451,-0.6373736085370183,1.2051309591624886,0.10635737329721451,0.0,0.0,0.0
