T_X,T_Y,M_Z
02074814,-0.10175106674432755,-0.1925409883260727
0.09882983565330505,-0.1678169071674347,-0.21896840631961823
0.10094697773456573,-0.17096289992332458,-0.2158346176147461
0.05860157683491707,-0.10804305225610733,-0.21142390370368958
0.05860157683491707,-0.10804305225610733,-0.21347352862358093
0.1025133803486824,-0.19022676348686218,-0.22148501873016357
0.08182227611541748,-0.17722482979297638,-0.19862070679664612
0.0616987906396389,-0.1150645762681961,-0.20478925108909607
0.08337919414043427,-0.16421523690223694,-0.2041025161743164
0.06273119151592255,-0.11740507930517197,-0.2028551995754242
0.06273119151592255,-0.11740507930517197,-0.19294151663780212
0.08496259152889252,-0.15043789148330688,-0.17646726965904236
0.06378982961177826,-0.11897807568311691,-0.19920198619365692
0.0632389560341835,-0.13509592413902283,-0.18641680479049683
0.06376359611749649,-0.11974558979272842,-0.20311971008777618
0.06321272253990173,-0.13586319983005524,-0.20171663165092468
0.06373736262321472,-0.12051309645175934,-0.20741060376167297
0.06373736262321472,-0.12051309645175934,-0.2168818712234497
0.06373736262321472,-0.12051309645175934,-0.2185589224100113
0.03985334932804108,-0.13583338260650635,-0.21803829073905945
0.0626000314950943,-0.12124263495206833,-0.22221723198890686
0.0626000314950943,-0.12124263495206833,-0.21873445808887482
0.0626000314950943,-0.12124263495206833,-0.2198091298341751
0.039266884326934814,-0.12044505029916763,-0.22133570909500122
0.06148892641067505,-0.12120465189218521,-0.23220273852348328
0.062039799988269806,-0.1050870418548584,-0.23551133275032043
0.06151515990495682,-0.1204371452331543,-0.2405942976474762
0.03873301297426224,-0.10352195799350739,-0.25000831484794617
0.06098116561770439,-0.10351379960775375,-0.26027190685272217
0.0604565255343914,-0.11886414140462875,-0.26382455229759216
0.0604565255343914,-0.11886414140462875,-0.267647922039032
0.06155827268958092,-0.08662892878055573,-0.28455567359924316
0.06050899252295494,-0.11732913553714752,-0.28382498025894165
0.08494387567043304,-0.0858910009264946,-0.29902195930480957
0.06167255714535713,-0.11583208292722702,-0.2975999414920807
0.10944046825170517,-0.08519177883863449,-0.30125805735588074
0.08838210999965668,-0.08293487876653671,-0.29028046131134033
0.06511078774929047,-0.11287596076726913,-0.2888020873069763
0.06511078774929047,-0.11287596076726913,-0.2876962423324585
0.11177694797515869,-0.11447113007307053,-0.2708239257335663
0.06733298301696777,-0.11295192688703537,-0.2836325168609619
0.09066613018512726,-0.11374925822019577,-0.27355119585990906
0.06844408810138702,-0.1129898950457573,-0.2707403004169464
0.11400850862264633,-0.1468202769756317,-0.2483716607093811
0.11617836356163025,-0.14843149483203888,-0.2185019552707672
0.07278355956077576,-0.11621184647083282,-0.2301878035068512
0.07278355956077576,-0.11621184647083282,-0.22199073433876038
0.09556570649147034,-0.13312703371047974,-0.17279979586601257
0.07386842370033264,-0.11701732873916626,-0.1842988133430481
0.09609982371330261,-0.15005013346672058,0.06004131957888603
0.07492706179618835,-0.11859031766653061,0.043941181153059006
0.07382532209157944,-0.15082579851150513,0.0980527400970459
0.07487460225820541,-0.12012534588575363,0.08857574313879013
0.09710587561130524,-0.15315839648246765,0.11812160164117813
0.07593323290348053,-0.12169834226369858,0.07828957587480545
0.0737297460436821,-0.18616902828216553,0.08085598051548004
0.07582830637693405,-0.12476837635040283,0.061420466750860214
0.09695795923471451,-0.19003689289093018,0.03919786214828491
0.07683447748422623,-0.1278764009475708,0.03700084611773491
0.09741313755512238,-0.20926228165626526,-0.004719560034573078
0.07781441509723663,-0.1317519247531891,-0.0027181855402886868
0.12227708846330643,-0.19781777262687683,-0.046154435724020004
0.07993168383836746,-0.13489791750907898,-0.03399312123656273
0.1243944838643074,-0.20096376538276672,-0.09364401549100876
0.1276133805513382,-0.171874538064003,-0.10002125054597855
0.08421869575977325,-0.13965488970279694,-0.09879624098539352
0.08421869575977325,-0.13965488970279694,-0.10145608335733414
0.13143572211265564,-0.12513194978237152,-0.18787914514541626
0.08646712452173233,-0.13896332681179047,-0.15526308119297028
0.11090201139450073,-0.10752543807029724,-0.25481289625167847
0.08763068914413452,-0.13746628165245056,-0.2244461625814438
